date,Q_sim_m3s,Q_obs_m3s,P_mm,Period
1950-03-04,38.98105668862696,11.845,40.0,Calibration
1950-03-05,9.450854200549891,2.619,9.5,Calibration
1950-03-06,22.468267254428373,9.307,23.09,Calibration
1950-03-07,14.702118488396545,5.691,15.0,Calibration
1950-03-08,0.9205247921183026,1.064,0.5,Calibration
1950-03-09,0.6388853084724633,1.043,0.0,Calibration
1950-03-10,0.5861978901509927,1.022,0.0,Calibration
1950-03-11,2.15926515444467,1.022,2.5,Calibration
1950-03-12,0.5855624166002853,1.002,0.0,Calibration
1950-03-13,0.5232360204434642,0.982,0.0,Calibration
1950-03-14,0.4847772008586027,0.962,0.0,Calibration
1950-03-15,0.964839249811793,0.953,1.5,Calibration
1950-03-16,22.551685633809875,4.768,23.0,Calibration
1950-03-17,0.8759932539614552,0.982,0.5,Calibration
1950-03-18,0.48464501286305495,0.962,0.0,Calibration
1950-03-19,0.44490837042090753,0.943,0.0,Calibration
1950-03-20,10.380180541963643,1.266,11.1,Calibration
1950-03-21,0.9247691428033744,0.977,1.2,Calibration
1950-03-22,1.9006775075457178,0.97,2.0,Calibration
1950-03-23,0.5011104886761278,0.951,0.0,Calibration
1950-03-24,0.4500554536668442,0.932,0.0,Calibration
1950-03-25,1.3950763001191857,0.924,2.0,Calibration
1950-03-26,15.499669353152262,1.785,16.0,Calibration
1950-03-27,0.843113918567647,0.955,0.8,Calibration
1950-03-28,0.892981185654447,0.942,1.0,Calibration
1950-03-29,0.5130859135846696,0.923,0.0,Calibration
1950-03-30,0.4564227976776147,0.905,0.0,Calibration
1950-03-31,0.4224426080246283,0.887,0.0,Calibration
1950-04-01,13.219449212555936,0.93,14.0,Calibration
1950-04-02,22.382368946128327,3.988,23.1,Calibration
1950-04-03,3.7536902761824398,0.985,4.0,Calibration
1950-04-04,0.5566860086504006,0.965,0.0,Calibration
1950-04-05,0.6991780958890325,0.953,1.0,Calibration
1950-04-06,20.364176156955825,4.227,20.8,Calibration
1950-04-07,0.860312859924209,0.982,0.5,Calibration
1950-04-08,1.3933675110930028,0.974,1.7,Calibration
1950-04-09,0.9188247422230629,0.962,1.0,Calibration
1950-04-10,0.5426916533265036,0.943,0.0,Calibration
1950-04-11,0.4838005463976988,0.924,0.0,Calibration
1950-04-12,0.44745809474886417,0.905,0.0,Calibration
1950-04-13,0.4161177905729777,0.887,0.0,Calibration
1950-04-14,0.3873100133812091,0.869,0.0,Calibration
1950-04-15,32.9034080752687,5.041,34.0,Calibration
1950-04-16,1.6494549492546886,0.912,1.8,Calibration
1950-04-17,0.4594847693413817,0.894,0.0,Calibration
1950-04-18,1.0759981373554521,0.886,1.5,Calibration
1950-04-19,29.201492061795438,7.335,29.8,Calibration
1950-04-20,13.640309582763843,3.925,14.0,Calibration
1950-04-21,0.790524000565235,0.965,0.7,Calibration
1950-04-22,1.0965163529039141,0.957,1.3,Calibration
1950-04-23,11.194870348217703,2.399,11.5,Calibration
1950-04-24,2.8838304831541746,1.009,3.2,Calibration
1950-04-25,24.71798898439703,7.985,25.5,Calibration
1950-04-26,3.8124699165703184,1.069,3.9,Calibration
1950-04-27,19.359662331770988,6.854,20.0,Calibration
1950-04-28,1.88444846804263,1.109,2.0,Calibration
1950-04-29,25.91617979901917,9.868,26.29,Calibration
1950-04-30,26.684098760348377,11.63,27.0,Calibration
1950-05-01,4.055461988237765,1.211,4.0,Calibration
1950-05-02,1.727236928632895,1.207,2.0,Calibration
1950-05-03,3.540338408261237,1.217,3.5,Calibration
1950-05-04,1.0146915095321671,1.202,1.0,Calibration
1950-05-05,11.620743409238829,3.026,11.7,Calibration
1950-05-06,3.8623166922137067,1.252,4.0,Calibration
1950-05-07,13.768378807108506,4.044,14.2,Calibration
1950-05-08,4.032110701169676,1.302,4.1,Calibration
1950-05-09,21.524975912186335,7.446,22.0,Calibration
1950-05-10,2.0842927803358977,1.332,2.0,Calibration
1950-05-11,9.96682195234135,2.607,10.0,Calibration
1950-05-12,0.9694228594264673,1.342,0.0,Calibration
1950-05-13,4.195942207246321,1.353,4.5,Calibration
1950-05-14,26.94126005778072,9.245,27.5,Calibration
1950-05-15,22.55909993531201,9.103,22.7,Calibration
1950-05-16,1.523901924679398,1.412,1.3,Calibration
1950-05-17,3.694880180282406,1.417,3.5,Calibration
1950-05-18,4.270220878735979,1.43,4.5,Calibration
1950-05-19,18.769957639027236,6.662,19.2,Calibration
1950-05-20,1.8621560664423549,1.453,1.8,Calibration
1950-05-21,2.3396361368497525,1.443,2.1,Calibration
1950-05-22,7.761921976779258,1.626,8.0,Calibration
1950-05-23,22.107095415468134,7.727,22.5,Calibration
1950-05-24,10.96824156710482,3.508,11.0,Calibration
1950-05-25,15.261059114259519,5.649,15.5,Calibration
1950-05-26,5.00675427227738,1.597,5.0,Calibration
1950-05-27,20.635420582877707,8.14,21.0,Calibration
1950-05-28,2.147480359894201,1.617,2.0,Calibration
1950-05-29,0.9866452374399103,1.587,0.3,Calibration
1950-05-30,1.8913016435809527,1.571,1.8,Calibration
1950-05-31,8.446570859550594,1.88,8.5,Calibration
1950-06-01,2.9681002140767823,1.597,3.0,Calibration
1950-06-02,5.070592179016908,1.607,5.3,Calibration
1950-06-03,12.295128040658144,3.29,12.6,Calibration
1950-06-04,1.1833148646306952,1.613,0.8,Calibration
1950-06-05,14.938379285061359,4.162,15.0,Calibration
1950-06-06,38.224929268338514,14.502,38.7,Calibration
1950-06-07,2.9325077332624496,1.669,2.5,Calibration
1950-06-08,26.569394434728878,12.018,27.0,Calibration
1950-06-09,1.3872874881580177,1.675,0.8,Calibration
1950-06-10,6.245391887471758,1.703,6.199,Calibration
1950-06-11,2.0640860507359218,1.691,2.2,Calibration
1950-06-12,17.305540389917223,6.46,17.5,Calibration
1950-06-13,15.130411491830387,5.842,15.3,Calibration
1950-06-14,12.540344686044886,4.755,12.7,Calibration
1950-06-15,6.408128268592525,1.808,6.5,Calibration
1950-06-16,0.9618804192888466,1.772,0.0,Calibration
1950-06-17,3.7633316769178498,1.772,4.0,Calibration
1950-06-18,5.25634732920135,1.783,5.5,Calibration
1950-06-19,1.848009248816095,1.764,2.0,Calibration
1950-06-20,23.323223791638014,7.74,23.5,Calibration
1950-06-21,6.3505871056288035,1.814,6.3,Calibration
1950-06-22,1.256969893541938,1.789,1.201,Calibration
1950-06-23,1.7118830693798615,1.765,1.5,Calibration
1950-06-24,41.6865371119885,15.105,42.09,Calibration
1950-06-25,9.06089228870295,3.334,8.8,Calibration
1950-06-26,0.9508941326505911,1.786,0.0,Calibration
1950-06-27,13.526512863852068,5.366,14.0,Calibration
1950-06-28,12.252701492816927,4.729,12.5,Calibration
1950-06-29,3.4564072597770004,1.84,3.5,Calibration
1950-06-30,30.124988302020853,12.894,30.7,Calibration
1950-07-01,4.799308830412277,1.879,4.6,Calibration
1950-07-02,2.0575133802016503,1.863,2.2,Calibration
1950-07-03,2.738394968094205,1.851,2.6,Calibration
1950-07-04,0.8707136887406842,1.814,0.0,Calibration
1950-07-05,0.7769162544870136,1.777,0.0,Calibration
1950-07-06,0.712812508591867,1.742,0.0,Calibration
1950-07-07,11.633527035461881,2.94,12.2,Calibration
1950-07-08,0.8435193031309042,1.736,0.0,Calibration
1950-07-09,1.1444180188827973,1.712,1.5,Calibration
1950-07-10,1.0970565501870155,1.684,1.0,Calibration
1950-07-11,1.6038015670206125,1.661,1.6,Calibration
1950-07-12,1.68917892195686,1.639,1.8,Calibration
1950-07-13,2.7313401277453706,1.622,2.8,Calibration
1950-07-14,0.6723931760287964,1.589,0.0,Calibration
1950-07-15,6.940555518865047,1.596,7.5,Calibration
1950-07-16,0.9422666842678346,1.57,1.0,Calibration
1950-07-17,0.6465266445432345,1.538,0.0,Calibration
1950-07-18,0.5824598797486705,1.508,0.0,Calibration
1950-07-19,0.5370436546688329,1.477,0.0,Calibration
1950-07-20,0.49706627399069186,1.448,0.0,Calibration
1950-07-21,0.4604443725475523,1.419,0.0,Calibration
1950-07-22,0.42668574801599113,1.39,0.0,Calibration
1950-07-23,0.3957606649270501,1.363,0.0,Calibration
1950-07-24,0.36746858369485996,1.335,0.0,Calibration
1950-07-25,0.34157180848135565,1.309,0.0,Calibration
1950-07-26,0.3178350401241273,1.283,0.0,Calibration
1950-07-27,0.2960449432836132,1.257,0.0,Calibration
1950-07-28,0.2760125214239565,1.232,0.0,Calibration
1950-07-29,3.965548156278498,1.216,4.8,Calibration
1950-07-30,20.82102132425098,1.235,21.8,Calibration
1950-07-31,6.307638509510096,1.237,6.8,Calibration
1950-08-01,5.155639714936859,1.238,5.8,Calibration
1950-08-02,0.5051046143568884,1.213,0.0,Calibration
1950-08-03,24.34126110155878,3.308,25.3,Calibration
1950-08-04,23.459099050288597,5.927,24.0,Calibration
1950-08-05,0.835853693145865,1.267,0.0,Calibration
1950-08-06,0.4604079355652141,1.241,0.0,Calibration
1950-08-07,6.081938736348453,1.265,6.8,Calibration
1950-08-08,6.893472032429503,1.294,7.5,Calibration
1950-08-09,2.622302401597416,1.29,3.0,Calibration
1950-08-10,0.7930885913025494,1.271,1.0,Calibration
1950-08-11,9.255952556642136,1.308,9.5,Calibration
1950-08-12,0.7003283601919463,1.282,0.0,Calibration
1950-08-13,7.858639169819561,1.311,8.5,Calibration
1950-08-14,1.4343315320871206,1.297,1.8,Calibration
1950-08-15,10.96269047588746,1.69,11.2,Calibration
1950-08-16,4.962617446391181,1.345,5.3,Calibration
1950-08-17,21.080262560821826,5.607,21.7,Calibration
1950-08-18,0.9824442168171293,1.355,0.0,Calibration
1950-08-19,4.342073889601292,1.365,4.8,Calibration
1950-08-20,0.7600111737367624,1.342,0.5,Calibration
1950-08-21,1.8426122774830922,1.329,2.0,Calibration
1950-08-22,0.6552984729908,1.302,0.0,Calibration
1950-08-23,10.291178928724664,1.468,10.79,Calibration
1950-08-24,15.699055706733077,3.605,16.2,Calibration
1950-08-25,6.536176775646525,1.403,6.8,Calibration
1950-08-26,0.8214657169521582,1.378,0.5,Calibration
1950-08-27,13.166563431214819,3.018,13.5,Calibration
1950-08-28,0.8623503662072242,1.387,0.0,Calibration
1950-08-29,0.7312282775693955,1.364,0.7,Calibration
1950-08-30,8.942662840476675,1.399,9.2,Calibration
1950-08-31,13.310428029691824,3.084,13.8,Calibration
1950-09-01,18.056409425151347,5.388,18.5,Calibration
1950-09-02,0.9474383054100901,1.442,0.0,Calibration
1950-09-03,0.6373752908874672,1.413,0.0,Calibration
1950-09-04,0.5862424562047974,1.385,0.0,Calibration
1950-09-05,0.5409266342281452,1.357,0.0,Calibration
1950-09-06,9.995147148207558,1.619,10.7,Calibration
1950-09-07,1.348425020927828,1.378,1.7,Calibration
1950-09-08,27.065137831700532,7.213,27.5,Calibration
1950-09-09,0.9733469825924305,1.387,0.0,Calibration
1950-09-10,0.5342355149476724,1.359,0.0,Calibration
1950-09-11,0.4918336267656043,1.332,0.0,Calibration
1950-09-12,0.4555806783627007,1.305,0.0,Calibration
1950-09-13,0.4222978078509483,1.279,0.0,Calibration
1950-09-14,0.39187438594151375,1.253,0.0,Calibration
1950-09-15,0.3640657513264763,1.228,0.0,Calibration
1950-09-16,0.3386115295999158,1.204,0.0,Calibration
1950-09-17,0.3152725980280253,1.18,0.0,Calibration
1950-09-18,0.2938374137822763,1.156,0.0,Calibration
1950-09-19,5.437324484886464,1.158,6.3,Calibration
1950-09-20,0.4461310763695134,1.137,0.5,Calibration
1950-09-21,0.3242594822259275,1.114,0.0,Calibration
1950-09-22,0.29981313225402795,1.092,0.0,Calibration
1950-09-23,2.1868391242580745,1.08,2.8,Calibration
1950-09-24,0.34316878763916303,1.058,0.0,Calibration
1950-09-25,0.2981873129293569,1.037,0.0,Calibration
1950-09-26,0.2796779174185925,1.016,0.0,Calibration
1950-09-27,11.037353705547162,1.027,12.0,Calibration
1950-09-28,5.927215749792453,1.029,6.6,Calibration
1950-09-29,5.310607401510824,1.032,6.0,Calibration
1950-09-30,0.4749256198570473,1.011,0.0,Calibration
1950-10-01,0.89540104704746,0.996,1.5,Calibration
1950-10-02,0.4369491512862662,0.976,0.0,Calibration
1950-10-03,5.966176810489284,0.978,6.5,Calibration
1950-10-04,18.10410643488241,1.247,18.9,Calibration
1950-10-05,25.155320378385873,4.692,25.8,Calibration
1950-10-06,1.6330066675871016,1.059,1.8,Calibration
1950-10-07,5.2988525532590165,1.077,5.5,Calibration
1950-10-08,0.6239740385619086,1.056,0.0,Calibration
1950-10-09,1.2747670143901286,1.047,1.8,Calibration
1950-10-10,0.5666414420640447,1.026,0.0,Calibration
1950-10-11,4.124490450446918,1.031,4.5,Calibration
1950-10-12,8.404665535933725,1.062,9.0,Calibration
1950-10-13,13.24980795801429,2.141,13.8,Calibration
1950-10-14,10.000804138919943,1.558,10.4,Calibration
1950-10-15,5.662645494202582,1.169,6.0,Calibration
1950-10-16,6.60651411444257,1.197,7.0,Calibration
1950-10-17,0.7968175718883528,1.173,0.0,Calibration
1950-10-18,6.512871060979577,1.197,7.0,Calibration
1950-10-19,9.579405633670568,1.482,10.0,Calibration
1950-10-20,0.8471019360355262,1.213,0.0,Calibration
1950-10-21,0.6623330920987861,1.189,0.0,Calibration
1950-10-22,0.6096996270783384,1.165,0.0,Calibration
1950-10-23,1.5087529640362778,1.153,2.0,Calibration
1950-10-24,0.6043162852851199,1.13,0.0,Calibration
1950-10-25,0.5418429743889046,1.107,0.0,Calibration
1950-10-26,1.5477932945780257,1.095,2.0,Calibration
1950-10-27,27.415782385173273,4.293,28.0,Calibration
1950-10-28,2.9716291495817684,1.136,3.0,Calibration
1950-10-29,2.624897660069196,1.134,3.0,Calibration
1950-10-30,7.467196923066369,1.165,8.0,Calibration
1950-10-31,0.7400397149959005,1.142,0.0,Calibration
1950-11-01,0.5937229143026037,1.119,0.0,Calibration
1950-11-02,0.5484249588008255,1.096,0.0,Calibration
1950-11-03,0.5069090376136232,1.074,0.0,Calibration
1950-11-04,0.4689154993829826,1.053,0.0,Calibration
1950-11-05,0.4343157453241448,1.032,0.0,Calibration
1950-11-06,9.205701688416536,1.054,10.0,Calibration
1950-11-07,5.449061030520898,1.063,6.0,Calibration
1950-11-08,0.556393415497325,1.042,0.0,Calibration
1950-11-09,0.4528815199095078,1.021,0.0,Calibration
1950-11-10,0.4211103585907708,1.0,0.0,Calibration
1950-11-11,0.3914808391629492,0.98,0.0,Calibration
1950-11-12,0.5844335460783782,0.964,1.0,Calibration
1950-11-13,0.3995448277910218,0.945,0.0,Calibration
1950-11-14,0.35639170030409084,0.926,0.0,Calibration
1950-11-15,0.33071618537878994,0.908,0.0,Calibration
1950-11-16,4.278304042776729,0.903,5.0,Calibration
1950-11-17,4.311504677109291,0.899,5.0,Calibration
1950-11-18,8.268988052040285,0.909,9.0,Calibration
1950-11-19,0.5579436007695358,0.891,0.0,Calibration
1950-11-20,1.3614385184660087,0.88,2.0,Calibration
1950-11-21,0.4689775116554823,0.863,0.0,Calibration
1950-11-22,0.41972424731542457,0.845,0.0,Calibration
1950-11-23,0.6578283759971829,0.831,1.0,Calibration
1950-11-24,0.429176454141928,0.815,0.0,Calibration
1950-11-25,2.5984562651359724,0.806,3.0,Calibration
1950-11-26,5.313780956047934,0.804,6.0,Calibration
1950-11-27,1.470380926711323,0.794,2.0,Calibration
1950-11-28,26.42443201366776,1.266,27.0,Calibration
1950-11-29,5.780300115207216,0.857,6.0,Calibration
1950-11-30,2.644623384604141,0.857,3.0,Calibration
1950-12-01,6.465602473868704,0.877,7.0,Calibration
1950-12-02,23.3555209324678,4.458,24.0,Calibration
1950-12-03,4.90433888439012,0.944,5.0,Calibration
1950-12-04,3.6947817790259574,0.954,4.0,Calibration
1950-12-05,1.6990938669995026,0.95,2.0,Calibration
1950-12-06,0.7473267262254224,0.931,0.0,Calibration
1950-12-07,1.3197517271756618,0.922,1.5,Calibration
1950-12-08,29.163885724438103,6.647,29.5,Calibration
1950-12-09,1.1132004184745434,0.948,0.0,Calibration
1950-12-10,0.6329361055784453,0.929,0.0,Calibration
1950-12-11,17.294943774474135,4.365,18.0,Calibration
1950-12-12,6.716692385959451,1.014,7.0,Calibration
1950-12-13,0.7311910796999819,0.994,0.0,Calibration
1950-12-14,0.5967629617404568,0.974,0.0,Calibration
1950-12-15,3.501225709211883,0.983,4.0,Calibration
1950-12-16,1.0045886993890105,0.972,1.3,Calibration
1950-12-17,25.741475865374483,6.319,26.1,Calibration
1950-12-18,0.9829155870090777,0.997,0.0,Calibration
1950-12-19,13.319342805777183,3.345,14.0,Calibration
1950-12-20,0.7830840884157754,1.02,0.0,Calibration
1950-12-21,0.9323397919674903,1.01,1.3,Calibration
1950-12-22,11.559286350938638,2.175,11.79,Calibration
1950-12-23,1.6869588770524373,1.049,2.0,Calibration
1950-12-24,2.922407470362344,1.05,3.0,Calibration
1950-12-25,1.592659543448527,1.043,2.0,Calibration
1950-12-26,0.6571164338980375,1.022,0.0,Calibration
1950-12-27,0.5912237163142191,1.002,0.0,Calibration
1950-12-28,0.5465378136305631,0.982,0.0,Calibration
1950-12-29,0.6632227162373531,0.966,0.8,Calibration
1950-12-30,0.520339267204513,0.947,0.0,Calibration
1950-12-31,0.47055995001331036,0.928,0.0,Calibration
1951-01-01,0.43553176196752225,0.91,0.0,Calibration
1951-01-02,0.4048635344048774,0.891,0.0,Calibration
1951-01-03,3.353457988912775,0.888,4.0,Calibration
1951-01-04,16.57518491715106,0.939,17.4,Calibration
1951-01-05,0.6988730923095423,0.916,0.0,Calibration
1951-01-06,0.42809706392134284,0.898,0.0,Calibration
1951-01-07,3.1560948701994405,0.897,3.8,Calibration
1951-01-08,6.521614302020341,0.911,7.2,Calibration
1951-01-09,0.5668949760087697,0.892,0.0,Calibration
1951-01-10,0.4472414538284177,0.874,0.0,Calibration
1951-01-11,0.4159734037065316,0.857,0.0,Calibration
1951-01-12,0.3869371904426811,0.84,0.0,Calibration
1951-01-13,0.36003158131683966,0.823,0.0,Calibration
1951-01-14,10.124284685718361,0.841,11.0,Calibration
1951-01-15,0.5249331944348752,0.824,0.0,Calibration
1951-01-16,0.5763411128972249,0.811,1.0,Calibration
1951-01-17,0.39250136274520486,0.795,0.0,Calibration
1951-01-18,0.350593129831864,0.779,0.0,Calibration
1951-01-19,0.3257570368077995,0.764,0.0,Calibration
1951-01-20,0.9497287955660396,0.753,1.6,Calibration
1951-01-21,1.7423954891236448,0.743,2.0,Calibration
1951-01-22,13.25065838935289,0.763,14.0,Calibration
1951-01-23,0.5915276022169139,0.747,0.0,Calibration
1951-01-24,1.1327060245926297,0.739,1.8,Calibration
1951-01-25,2.777397444627618,0.733,3.0,Calibration
1951-01-26,12.231354631551175,0.76,13.0,Calibration
1951-01-27,0.6515745250470288,0.745,0.0,Calibration
1951-01-28,1.1173917699638123,0.737,1.7,Calibration
1951-01-29,1.6371130175186228,0.729,1.8,Calibration
1951-01-30,0.5054017231534575,0.714,0.0,Calibration
1951-01-31,0.4550783636825977,0.7,0.0,Calibration
1951-02-01,0.6778258195544173,0.689,1.0,Calibration
1951-02-02,6.299374735928232,0.694,6.6,Calibration
1951-02-03,1.4933032136046924,0.687,2.0,Calibration
1951-02-04,1.0296845349566024,0.677,1.2,Calibration
1951-02-05,15.95637696827723,0.712,16.3,Calibration
1951-02-06,6.1208017276231335,0.726,6.5,Calibration
1951-02-07,10.536231363644562,0.763,11.1,Calibration
1951-02-08,2.7699991544737754,0.764,3.0,Calibration
1951-02-09,0.6597429943996519,0.749,0.0,Calibration
1951-02-10,22.146364631494798,3.127,22.9,Calibration
1951-02-11,1.265643832414826,0.79,1.2,Calibration
1951-02-12,1.8133690132025628,0.786,1.8,Calibration
1951-02-13,38.01885622103159,9.466,38.69,Calibration
1951-02-14,4.1607931356630035,0.856,4.0,Calibration
1951-02-15,43.12244379136445,17.791,44.0,Calibration
1951-02-16,1.3371159840201612,0.886,0.0,Calibration
1951-02-17,0.6452448264900648,0.868,0.0,Calibration
1951-02-18,1.1059396758770361,0.865,1.5,Calibration
1951-02-19,0.6298245693998915,0.848,0.0,Calibration
1951-02-20,0.5611945516872137,0.831,0.0,Calibration
1951-02-21,0.5173018497978218,0.815,0.0,Calibration
1951-02-22,0.47923683122525373,0.798,0.0,Calibration
1951-02-23,0.44442709093912486,0.782,0.0,Calibration
1951-02-24,0.41229383895222016,0.767,0.0,Calibration
1951-02-25,0.38279727472511266,0.751,0.0,Calibration
1951-02-26,0.355771262835927,0.736,0.0,Calibration
1951-02-27,0.33100428572838475,0.722,0.0,Calibration
1951-02-28,2.140971952208672,0.72,2.8,Calibration
1951-03-01,0.3684642425670786,0.706,0.0,Calibration
1951-03-02,0.3219717524829925,0.706,0.0,Calibration
1951-03-03,27.392874584803153,3.613,28.5,Calibration
1951-03-04,13.309480570913593,2.43,13.8,Calibration
1951-03-05,0.5788889970316503,0.789,0.0,Calibration
1951-03-06,0.36470127000555325,0.774,0.0,Calibration
1951-03-07,0.33979469942838053,0.758,0.0,Calibration
1951-03-08,0.3174040592983492,0.743,0.0,Calibration
1951-03-09,41.51377348943976,9.753,42.8,Calibration
1951-03-10,0.9620471732531071,0.777,0.0,Calibration
1951-03-11,0.31957209453091373,0.761,0.0,Calibration
1951-03-12,0.2941096227250822,0.746,0.0,Calibration
1951-03-13,1.220682064877077,0.747,2.0,Calibration
1951-03-14,0.33446097620435494,0.732,0.0,Calibration
1951-03-15,0.2953530014347473,0.717,0.0,Calibration
1951-03-16,17.085723477452962,3.384,18.0,Calibration
1951-03-17,0.5724564767483163,0.752,0.0,Calibration
1951-03-18,0.30211371377820184,0.737,0.0,Calibration
1951-03-19,0.28164901701674727,0.722,0.0,Calibration
1951-03-20,0.26406166420716964,0.708,0.0,Calibration
1951-03-21,0.2475465380673464,0.694,0.0,Calibration
1951-03-22,30.78112814952406,5.899,32.0,Calibration
1951-03-23,8.06035479680168,1.063,8.5,Calibration
1951-03-24,0.435277985181146,0.778,0.0,Calibration
1951-03-25,0.3054438564168673,0.762,0.0,Calibration
1951-03-26,5.15851223440765,0.79,6.0,Calibration
1951-03-27,23.7411341569516,6.395,24.7,Calibration
1951-03-28,0.7853906107338797,0.826,0.5,Calibration
1951-03-29,0.3850362295923295,0.809,0.0,Calibration
1951-03-30,0.35450000584059604,0.793,0.0,Calibration
1951-03-31,0.3317901312937677,0.777,0.0,Calibration
1951-04-01,0.31080997307131286,0.762,0.0,Calibration
1951-04-02,0.2910661763344037,0.746,0.0,Calibration
1951-04-03,0.27254544060484276,0.732,0.0,Calibration
1951-04-04,50.55351930220909,11.081,52.0,Calibration
1951-04-05,39.80937262485277,19.286,40.3,Calibration
1951-04-06,3.8791739477477565,0.86,4.0,Calibration
1951-04-07,0.6477775466646154,0.853,1.0,Calibration
1951-04-08,0.4197825250731119,0.836,0.0,Calibration
1951-04-09,0.8278609783660303,0.831,1.2,Calibration
1951-04-10,2.0771194554757955,0.834,2.2,Calibration
1951-04-11,0.7570321573569763,0.828,1.2,Calibration
1951-04-12,0.4587651072285064,0.811,0.0,Calibration
1951-04-13,0.5137796658138254,0.799,0.5,Calibration
1951-04-14,0.41437713618375727,0.783,0.0,Calibration
1951-04-15,0.3776465091346627,0.767,0.0,Calibration
1951-04-16,0.3517649362118966,0.752,0.0,Calibration
1951-04-17,2.8596009638396604,0.756,3.5,Calibration
1951-04-18,7.33455860057972,0.785,8.1,Calibration
1951-04-19,15.44997829293765,2.285,16.2,Calibration
1951-04-20,19.772833060363844,4.682,20.4,Calibration
1951-04-21,1.5502298356241933,0.878,1.8,Calibration
1951-04-22,10.903980816041045,2.038,11.2,Calibration
1951-04-23,1.2260028497103284,0.919,1.5,Calibration
1951-04-24,4.7030359661746,0.937,4.8,Calibration
1951-04-25,15.388071453420357,3.708,16.0,Calibration
1951-04-26,18.64255197916024,5.641,19.09,Calibration
1951-04-27,42.8428171240415,17.503,43.5,Calibration
1951-04-28,3.992377242519603,1.091,3.7,Calibration
1951-04-29,0.7515062781581511,1.069,0.0,Calibration
1951-04-30,1.4129308946615828,1.066,1.8,Calibration
1951-05-01,0.6937488436312779,1.044,0.0,Calibration
1951-05-02,2.639300223089624,1.048,2.8,Calibration
