date,Q_sim_m3s,Q_sim_mm,P_mm,PET_mm,ET_mm,Q_obs_m3s
1950-06-23,0.659529662903191,1.4245840718708926,1.5,3.252,1.5,1.765
1950-06-24,10.146765349030732,21.91701315390638,42.09,3.252,3.252,15.105
1950-06-25,6.531193208005238,14.107377329291312,8.8,3.252,3.252,3.334
1950-06-26,2.578600213646607,5.56977646147667,0.0,3.252,0.0,1.786
1950-06-27,3.3853305954104345,7.312314086086539,14.0,3.252,3.252,5.366
1950-06-28,3.791575416491724,8.189802899622125,12.5,3.252,3.252,4.729
1950-06-29,1.8641328508971027,4.026526957937742,3.5,3.252,3.252,1.84
1950-06-30,7.593638932441703,16.40226009407408,30.7,3.252,3.252,12.894
1950-07-01,4.126727472758873,8.913731341159165,4.6,3.252,3.252,1.879
1950-07-02,1.6043236124882578,3.465339002974637,2.2,3.252,2.5499318479911675,1.863
1950-07-03,0.6942901840097055,1.4996667974609639,2.6,3.252,2.6,1.851
1950-07-04,0.4427508944862228,0.9563419320902414,0.0,3.252,0.0,1.814
1950-07-05,0.3806993472298105,0.8223105900163908,0.0,3.252,0.0,1.777
1950-07-06,0.3641166668688991,0.786492000436822,0.0,3.252,0.0,1.742
1950-07-07,2.313025990499275,4.996136139478435,12.2,3.252,3.252,2.94
1950-07-08,1.37125854551983,2.961918458322833,0.0,3.252,0.0,1.736
1950-07-09,0.6832476345302262,1.4758148905852886,1.5,3.252,1.5,1.712
1950-07-10,0.4358181823910908,0.9413672739647561,1.0,3.252,1.0,1.684
1950-07-11,0.36542337341305603,0.789314486572201,1.6,3.252,1.6,1.661
1950-07-12,0.3453295617608257,0.7459118534033834,1.8,3.252,1.8,1.639
1950-07-13,0.33716380458810935,0.7282738179103162,2.8,3.252,2.8,1.622
1950-07-14,0.3314804113807884,0.7159976885825029,0.0,3.252,0.0,1.589
1950-07-15,1.1701262622307804,2.5274727264184857,7.5,3.252,3.074015276853282,1.596
1950-07-16,0.7623170297249849,1.6466047842059672,1.0,3.252,1.0,1.57
1950-07-17,0.46343303143251324,1.0010153478942285,0.0,3.252,0.0,1.538
1950-07-18,0.35416282167850566,0.7649916948255722,0.0,3.252,0.0,1.508
1950-07-19,0.321060620409906,0.6934909400853969,0.0,3.252,0.0,1.477
1950-07-20,0.30958634258655654,0.6687064999869621,0.0,3.252,0.0,1.448
1950-07-21,0.3032423361224296,0.655003446024448,0.0,3.252,0.0,1.419
1950-07-22,0.29797756883759774,0.6436315486892111,0.0,3.252,0.0,1.39
1950-07-23,0.2929218915007076,0.6327112856415283,0.0,3.252,0.0,1.363
1950-07-24,0.2879114868985095,0.6218888117007805,0.0,3.252,0.0,1.335
1950-07-25,0.28292410883768626,0.6111160750894024,0.0,3.252,0.0,1.309
1950-07-26,0.27796283768877683,0.600399729407758,0.0,3.252,0.0,1.283
1950-07-27,0.2730341063232545,0.5897536696582297,0.0,3.252,0.0,1.257
1950-07-28,0.2681439715994513,0.5791909786548148,0.0,3.252,0.0,1.232
1950-07-29,0.6389298292469032,1.3800884311733108,4.8,3.252,2.3818167732930924,1.216
1950-07-30,5.106720862764268,11.03051706357082,21.8,3.252,2.4241905947573015,1.235
1950-07-31,3.5419301441185302,7.650569111296025,6.8,3.252,2.553247004647558,1.237
1950-08-01,2.03756819088696,4.401147292315833,5.8,3.252,2.6166272410220386,1.238
1950-08-02,0.8993447914305434,1.9425847494899733,0.0,3.252,0.0,1.213
1950-08-03,5.937995398758963,12.82607006131936,25.3,3.252,2.6101338273447823,3.308
1950-08-04,8.285515069403075,17.896712549910642,24.0,3.252,2.7457788748360916,5.927
1950-08-05,3.869464281249397,8.358042847498698,0.0,3.252,0.0,1.267
1950-08-06,1.3838117725628194,2.9890334287356897,0.0,3.252,0.0,1.241
1950-08-07,1.3110748959370835,2.8319217752241004,6.8,3.252,2.7581154751795203,1.265
1950-08-08,1.6385767211107334,3.539325717599184,7.5,3.252,2.815302886386375,1.294
1950-08-09,0.8936716270528566,1.9303307144341706,3.0,3.252,2.878134073932765,1.29
1950-08-10,0.47152307310366065,1.018489837903907,1.0,3.252,1.0691513634132976,1.271
1950-08-11,1.7329211630043975,3.743109712089498,9.5,3.252,2.7644327478133355,1.308
1950-08-12,1.0218593471338384,2.207216189809091,0.0,3.252,0.0,1.282
1950-08-13,1.6740429689472003,3.6159328129259527,8.5,3.252,2.785749195869896,1.311
1950-08-14,0.9440127598621461,2.039067561302235,1.8,3.252,1.8,1.297
1950-08-15,2.309845226446691,4.989265689124852,11.2,3.252,2.7989624421397745,1.69
1950-08-16,1.6560608725924137,3.577091484799614,5.3,3.252,2.888474195081272,1.345
1950-08-17,5.296407050267175,11.440239228577097,21.7,3.252,2.921024413047357,5.607
1950-08-18,2.771272970063153,5.98594961533641,0.0,3.252,0.0,1.355
1950-08-19,1.3084893643407813,2.8263370269760877,4.8,3.252,2.976409946087586,1.365
1950-08-20,0.6142868139726781,1.3268595181809846,0.5,3.252,0.782855418749449,1.342
1950-08-21,0.3772806696754862,0.8149262464990501,2.0,3.252,2.0,1.329
1950-08-22,0.31062672090865323,0.6709537171626909,0.0,3.252,0.0,1.302
1950-08-23,2.0078764710954546,4.337013177566182,10.79,3.252,2.800463524049061,1.468
1950-08-24,4.246595113412939,9.172645444971947,16.2,3.252,2.887712225965052,3.605
1950-08-25,2.871512237923466,6.202466433914686,6.8,3.252,2.995623915378063,1.403
1950-08-26,1.2503391013475926,2.7007324589108004,0.5,3.252,0.5,1.378
1950-08-27,2.9185918699264537,6.3041584390411405,13.5,3.252,2.982700256403036,3.018
1950-08-28,1.5856797327109935,3.425068222655746,0.0,3.252,0.0,1.387
1950-08-29,0.7104128994248643,1.534491862757707,0.7,3.252,0.7000000000000002,1.364
1950-08-30,1.6878842144264683,3.6458299031611707,9.2,3.252,2.952929780828932,1.399
1950-08-31,3.4076553693752554,7.360535597850552,13.8,3.252,3.0262196143575713,3.084
1950-09-01,5.376935785617291,11.614181296933348,18.5,3.252,3.1223467149502118,5.388
1950-09-02,2.6402734644163655,5.702990683139349,0.0,3.252,0.0,1.442
1950-09-03,1.0348467977471345,2.2352690831338107,0.0,3.252,0.0,1.413
1950-09-04,0.49338007173233084,1.0657009549418346,0.0,3.252,0.0,1.385
1950-09-05,0.34831619728148344,0.7523629861280042,0.0,3.252,0.0,1.357
1950-09-06,1.9621719499245045,4.238291411836929,10.7,3.252,2.973989275611597,1.619
1950-09-07,1.1624083448291114,2.510802024830881,1.7,3.252,1.7,1.378
1950-09-08,6.5487753430695,14.145354741030118,27.5,3.252,2.993411285084998,7.213
1950-09-09,3.4757489185971684,7.507617664169884,0.0,3.252,0.0,1.387
1950-09-10,1.3278183784465758,2.8680876974446035,0.0,3.252,0.0,1.359
1950-09-11,0.5689839621868272,1.229005358323547,0.0,3.252,0.0,1.332
1950-09-12,0.3617319759715136,0.7813410680984694,0.0,3.252,0.0,1.305
1950-09-13,0.3107511373383823,0.6712224566509056,0.0,3.252,0.0,1.279
1950-09-14,0.29691971365536407,0.6413465814955863,0.0,3.252,0.0,1.253
1950-09-15,0.2909270324059755,0.6284023899969071,0.0,3.252,0.0,1.228
1950-09-16,0.2863980274223651,0.6186197392323086,0.0,3.252,0.0,1.204
1950-09-17,0.2820714984696465,0.6092744366944365,0.0,3.252,0.0,1.18
1950-09-18,0.2777267704211411,0.5998898241096647,0.0,3.252,0.0,1.156
1950-09-19,0.9625286552187334,2.0790618952724644,6.3,3.252,2.534315447624343,1.158
1950-09-20,0.6297389552416766,1.3602361433220214,0.5,3.252,0.5,1.137
1950-09-21,0.38576205568514105,0.8332460402799047,0.0,3.252,0.0,1.114
1950-09-22,0.29649467116754646,0.6404284897219005,0.0,3.252,0.0,1.092
1950-09-23,0.2808336688434458,0.606600724701843,2.8,3.252,2.4333321846911002,1.08
1950-09-24,0.26618966478198586,0.5749696759290894,0.0,3.252,0.18220938120838426,1.058
1950-09-25,0.25710123897200676,0.5553386761795346,0.0,3.252,0.0,1.037
1950-09-26,0.25135558016267756,0.5429280531513834,0.0,3.252,0.0,1.016
1950-09-27,2.405676941874441,5.196262194448791,12.0,3.252,2.247714440008415,1.027
1950-09-28,2.168719136682061,4.684433335233252,6.6,3.252,2.3544322145349814,1.029
1950-09-29,1.6742369041641993,3.6163517129946694,6.0,3.252,2.4216405206078795,1.032
1950-09-30,0.816040680166299,1.762647869159206,0.0,3.252,0.0,1.011
1950-10-01,0.416626456814637,0.8999131467196159,1.5,3.252,1.5,0.996
1950-10-02,0.2901161199422824,0.62665081907533,0.0,3.252,0.0,0.976
1950-10-03,1.0398721368467403,2.246123815588959,6.5,3.252,2.32693821052011,0.978
1950-10-04,4.544491145381701,9.816100874024473,18.9,3.252,2.3938930945815438,1.247
1950-10-05,8.048730308513125,17.38525746638835,25.8,3.252,2.5204248914511873,4.692
1950-10-06,3.877185892009633,8.374721526740807,1.8,3.252,1.8,1.059
1950-10-07,1.8794486810009468,4.059609150962045,5.5,3.252,2.603454438956491,1.077
1950-10-08,0.8035840261480568,1.7357414964798026,0.0,3.252,0.0,1.056
1950-10-09,0.40853462871901236,0.8824347980330666,1.8,3.252,1.8,1.047
1950-10-10,0.29450136304173596,0.6361229441701496,0.0,3.252,0.0,1.026
1950-10-11,0.5323061718075098,1.1497813311042213,4.5,3.252,2.486059734603434,1.031
1950-10-12,1.7945044390686127,3.8761295883882028,9.0,3.252,2.520077212112114,1.062
1950-10-13,3.557586336076108,7.684386485924393,13.8,3.252,2.5928166159433648,2.141
1950-10-14,3.465888705043283,7.4863196028934915,10.4,3.252,2.6989432526012798,1.558
1950-10-15,2.173600640306687,4.694977383062444,6.0,3.252,2.7864948559699956,1.169
1950-10-16,1.7496236395440883,3.77918706141523,7.0,3.252,2.8326980356359153,1.197
1950-10-17,0.8784372941509939,1.8974245553661468,0.0,3.252,0.0,1.173
1950-10-18,1.2406799003915554,2.6798685848457597,7.0,3.252,2.8300171014336843,1.197
1950-10-19,2.229038823994313,4.814723859827716,10.0,3.252,2.8872528422697186,1.482
1950-10-20,1.2036942294332282,2.5999795355757733,0.0,3.252,0.0,1.213
1950-10-21,0.5743280816258187,1.2405486563117682,0.0,3.252,0.0,1.189
1950-10-22,0.3585328007991863,0.7744308497262424,0.0,3.252,0.0,1.165
1950-10-23,0.2993059520835727,0.6465008565005169,2.0,3.252,2.0,1.153
1950-10-24,0.28339011271575876,0.6121226434660388,0.0,3.252,0.0,1.13
1950-10-25,0.2774927808933627,0.5993844067296634,0.0,3.252,0.0,1.107
1950-10-26,0.2735599530140218,0.590889498510287,2.0,3.252,2.0,1.095
1950-10-27,6.480070143837123,13.996951510688186,28.0,3.252,2.562295119424266,4.293
1950-10-28,3.502754074026651,7.565948799897566,3.0,3.252,2.703566825508343,1.136
1950-10-29,1.3408318944205961,2.8961968919484873,3.0,3.252,2.666339694204549,1.134
1950-10-30,1.6773921991887548,3.6231671502477103,8.0,3.252,2.6327023537989604,1.165
1950-10-31,0.9203095336782836,1.9878685927450923,0.0,3.252,0.0,1.142
1950-11-01,0.4738979572212306,1.023619587597858,0.0,3.252,0.0,1.119
1950-11-02,0.32047890499648635,0.6922344347924105,0.0,3.252,0.0,1.096
1950-11-03,0.2772857880559217,0.5989373022007909,0.0,3.252,0.0,1.074
1950-11-04,0.26460996407932946,0.5715575224113516,0.0,3.252,0.0,1.053
1950-11-05,0.2590318332776116,0.5595087598796409,0.0,3.252,0.0,1.032
1950-11-06,1.8795355310757222,4.05979674712356,10.0,3.252,2.3744858675071514,1.054
1950-11-07,1.7335658718717333,3.744502283242944,6.0,3.252,2.4678455158786203,1.063
1950-11-08,0.8601409358533847,1.8579044214433111,0.0,3.252,0.0,1.042
1950-11-09,0.4343398458791517,0.9381740670989677,0.0,3.252,0.0,1.021
1950-11-10,0.2981058128431423,0.6439085557411873,0.0,3.252,0.0,1.0
1950-11-11,0.26089820068983327,0.5635401134900399,0.0,3.252,0.0,0.98
1950-11-12,0.2498437382408253,0.5396624746001827,1.0,3.252,1.0,0.964
1950-11-13,0.24469512310580446,0.5285414659085376,0.0,3.252,0.0,0.945
1950-11-14,0.2407082363427236,0.519929790500283,0.0,3.252,0.0,0.926
1950-11-15,0.23689809025994393,0.5116998749614788,0.0,3.252,0.0,0.908
1950-11-16,0.7189429837613687,1.5529168449245563,5.0,3.252,2.129665337772433,0.903
1950-11-17,0.958168688584204,2.0696443673418807,5.0,3.252,2.183464786698094,0.899
1950-11-18,1.9717871489803336,4.2590602417975205,9.0,3.252,2.235364445172409,0.909
1950-11-19,1.0692804867898316,2.309645851466036,0.0,3.252,0.0,0.891
1950-11-20,0.49930263812609055,1.0784936983523554,2.0,3.252,2.0,0.88
1950-11-21,0.30193137716196483,0.652171774669844,0.0,3.252,0.0,0.863
1950-11-22,0.24718346543855996,0.5339162853472895,0.0,3.252,0.0,0.845
1950-11-23,0.23214751003346648,0.5014386216722876,1.0,3.252,1.0,0.831
1950-11-24,0.2264022217565845,0.48902879899422247,0.0,3.252,0.0,0.815
