date,Q_sim_m3s,Q_sim_mm,Q_obs_m3s,P_mm,PET_mm,ET_mm,Period
1950-01-27,4.338675358239688,9.371538773797726,0.815,17.0,3.252,0.4528695614948109,Calibration
1950-01-28,2.5591440670438113,5.5277511848146315,0.826,7.0,3.252,0.935451961749783,Calibration
1950-01-29,0.8063614951123173,1.741740829442605,0.809,0.0,3.252,0.8372142176351279,Calibration
1950-01-30,0.6949489891004048,1.5010898164568744,0.801,2.0,3.252,0.5243407570722269,Calibration
1950-01-31,3.0967608336099053,6.689003400597396,0.834,13.0,3.252,0.5020757265909802,Calibration
1950-02-01,4.619892060989516,9.978966851737352,1.261,15.0,3.252,0.9399116602976625,Calibration
1950-02-02,1.976244347107222,4.2686877897516,0.888,4.0,3.252,1.1009418878148247,Calibration
1950-02-03,1.1159239436043993,2.4103957181855025,0.882,2.0,3.252,0.8703837762504578,Calibration
1950-02-04,0.6854622950952697,1.4805985574057823,0.867,0.5,3.252,0.7042726384423641,Calibration
1950-02-05,2.320446319427769,5.012164049963981,0.902,10.0,3.252,0.5400665413271638,Calibration
1950-02-06,1.6697828045587249,3.6067308578468458,0.907,4.0,3.252,0.9218757908707669,Calibration
1950-02-07,2.1246573555598394,4.589259888009252,0.929,7.0,3.252,0.8118028276595117,Calibration
1950-02-08,6.635916513635955,14.333579669453663,4.268,22.0,3.252,0.9029335096553619,Calibration
1950-02-09,3.8042027786290507,8.21707800183875,1.603,10.0,3.252,1.2686474620772183,Calibration
1950-02-10,1.2384562714248397,2.675065546277654,0.999,0.0,3.252,1.1828990640638648,Calibration
1950-02-11,1.019129535173861,2.2013197959755395,0.994,2.0,3.252,0.7856178754498047,Calibration
1950-02-12,0.98138465691279,2.1197908589316263,0.988,2.0,3.252,0.7168793793912156,Calibration
1950-02-13,0.724266974757523,1.5644166654762497,0.968,0.0,3.252,0.6734060499448395,Calibration
1950-02-14,0.6369727733724762,1.3758611904845484,0.949,0.0,3.252,0.509024098823297,Calibration
1950-02-15,0.6137301864490718,1.325657202729995,0.93,0.0,3.252,0.12311926174932702,Calibration
1950-02-16,0.9147396768171006,1.9758377019249371,0.929,3.4,3.252,0.3502596953112447,Calibration
1950-02-17,0.6795829432807122,1.4678991574863385,0.91,0.0,3.252,0.5343606214782026,Calibration
1950-02-18,0.5813497928903096,1.2557155526430688,0.892,0.0,3.252,0.39496584079808794,Calibration
1950-02-19,0.5404532739891028,1.167379071816462,0.874,0.0,3.252,0.23834514098052445,Calibration
1950-02-20,0.5160206936430436,1.114604698268974,0.857,0.0,3.252,0.0,Calibration
1950-02-21,0.4917062711707079,1.062085545728729,0.84,0.0,3.252,0.0,Calibration
1950-02-22,1.2484973446199763,2.696754264379149,0.843,6.0,3.252,0.2058744863660024,Calibration
1950-02-23,0.8171837160939601,1.7651168267629536,0.829,0.8,3.252,0.5537328650318262,Calibration
1950-02-24,0.5559678748123711,1.2008906095947216,0.813,0.0,3.252,0.41799204131818307,Calibration
1950-02-25,0.8199721958157395,1.7711399429619976,0.806,3.0,3.252,0.2977909741440803,Calibration
1950-02-26,0.5502341292731368,1.1885057192299753,0.79,0.0,3.252,0.428098652599103,Calibration
1950-02-27,3.4628120476474233,7.479674022918434,0.817,14.8,3.252,0.29922941781420553,Calibration
1950-02-28,2.2216365641888025,4.798734978647814,0.824,5.5,3.252,0.88966184564986,Calibration
1950-03-01,6.63646308789172,14.334760269846115,2.425,22.0,3.252,0.7818238989413318,Calibration
1950-03-02,6.490168904709515,14.018764834172552,3.685,19.0,3.252,1.1515286164463108,Calibration
1950-03-03,1.4633803623619643,3.1609015827018427,0.9,0.0,3.252,1.2444860011632177,Calibration
1950-03-04,15.557723787468985,33.604683380933004,11.845,40.0,3.252,0.7863500579473339,Calibration
1950-03-05,2.787987379453055,6.022052739618599,2.619,9.5,3.252,0.6591163839971451,Calibration
1950-03-06,7.072654901704579,15.276934587681891,9.307,23.09,3.252,1.0985460323718708,Calibration
1950-03-07,5.411768150009396,11.689419204020297,5.691,15.0,3.252,1.4744148783942481,Calibration
1950-03-08,1.6745013237783852,3.616922859361313,1.064,0.5,3.252,1.4722145955362427,Calibration
1950-03-09,1.0084618567592505,2.178277610599981,1.043,0.0,3.252,1.023417885970885,Calibration
1950-03-10,0.8705845474586966,1.880462622510785,1.022,0.0,3.252,0.7729885993639779,Calibration
1950-03-11,1.0305748240319201,2.2260416199089477,1.022,2.5,3.252,0.6132031523885354,Calibration
1950-03-12,0.8764657085588855,1.8931659304871926,1.002,0.0,3.252,0.6934244992591534,Calibration
1950-03-13,0.8248519261530977,1.7816801604906911,0.982,0.0,3.252,0.33351313699184515,Calibration
1950-03-14,0.797734129345951,1.723105719387254,0.962,0.0,3.252,0.0,Calibration
1950-03-15,0.8446472449971676,1.824438049193882,0.953,1.5,3.252,0.4095773446576647,Calibration
1950-03-16,6.158184438638403,13.301678387458953,4.768,23.0,3.252,0.45787157589550276,Calibration
1950-03-17,1.7425481419482158,3.763903986608146,0.982,0.5,3.252,1.2032962666379583,Calibration
1950-03-18,0.9655967869554708,2.085689059823817,0.962,0.0,3.252,0.7794861574394172,Calibration
1950-03-19,0.7750181720064039,1.674039251533832,0.943,0.0,3.252,0.5615477441280857,Calibration
1950-03-20,2.637209930890046,5.696373450722499,1.266,11.1,3.252,0.43412291876429204,Calibration
1950-03-21,1.384510570096425,2.9905428314082783,0.977,1.2,3.252,0.9359039321809454,Calibration
1950-03-22,1.1521849583504693,2.4887195100370136,0.97,2.0,3.252,0.6843663004607232,Calibration
1950-03-23,0.8118332664167142,1.7535598554601026,0.951,0.0,3.252,0.6189133740601505,Calibration
1950-03-24,0.6893405638119338,1.488975617833777,0.932,0.0,3.252,0.454590358082842,Calibration
1950-03-25,0.8103259833980785,1.7503041241398496,0.924,2.0,3.252,0.35392073894951626,Calibration
1950-03-26,4.0476008265952155,8.742817785445665,1.785,16.0,3.252,0.4363512375590211,Calibration
1950-03-27,1.4864634053664958,3.2107609555916308,0.955,0.8,3.252,1.0200207335689733,Calibration
1950-03-28,0.9733116702889051,2.1023532078240352,0.942,1.0,3.252,0.6753742630881188,Calibration
1950-03-29,0.7089957609462463,1.531430843643892,0.923,0.0,3.252,0.540829023887545,Calibration
1950-03-30,0.6145451740369433,1.3274175759197975,0.905,0.0,3.252,0.40140129821983855,Calibration
1950-03-31,0.5775443121521776,1.2474957142487035,0.887,0.0,3.252,0.2197253767779718,Calibration
1950-04-01,3.1575453574393455,6.820297972068986,0.93,14.0,3.252,0.2598596385776214,Calibration
1950-04-02,7.438314514431196,16.06675935117138,3.988,23.1,3.252,0.9060003236482272,Calibration
1950-04-03,2.4097408566393095,5.205040250340908,0.985,4.0,3.252,1.1853686920647433,Calibration
1950-04-04,1.0202795484918037,2.203803824742296,0.965,0.0,3.252,0.9118809102845535,Calibration
1950-04-05,0.8271780281876965,1.7867045408854243,0.953,1.0,3.252,0.6211522228977469,Calibration
1950-04-06,5.483963163621644,11.845360433422751,4.227,20.8,3.252,0.5371732904690449,Calibration
1950-04-07,1.5928780378562537,3.4406165617695077,0.982,0.5,3.252,1.194504927241875,Calibration
1950-04-08,1.1090537028518128,2.3955559981599155,0.974,1.7,3.252,0.7787399330032082,Calibration
1950-04-09,0.896631104885458,1.9367231865525893,0.962,1.0,3.252,0.6683726453091214,Calibration
1950-04-10,0.7133961807828675,1.5409357504909937,0.943,0.0,3.252,0.5657451591402771,Calibration
1950-04-11,0.6465008006093176,1.3964417293161258,0.924,0.0,3.252,0.43265208549376666,Calibration
1950-04-12,0.6235800493943229,1.3469329066917375,0.905,0.0,3.252,0.05271442043903579,Calibration
1950-04-13,0.6014265785057885,1.2990814095725032,0.887,0.0,3.252,0.0,Calibration
1950-04-14,0.577284787036213,1.2469351399982203,0.869,0.0,3.252,0.0,Calibration
1950-04-15,10.23496074634143,22.10751521209749,5.041,34.0,3.252,0.24810216490449263,Calibration
1950-04-16,1.8271733811338702,3.9466945032491596,0.912,1.8,3.252,0.9922938743710366,Calibration
1950-04-17,0.8473489472653888,1.8302737260932398,0.894,0.0,3.252,0.7392123126270056,Calibration
1950-04-18,0.8139748940127086,1.7581857710674504,0.886,1.5,3.252,0.5250336498511756,Calibration
1950-04-19,8.54687023687385,18.46123971164752,7.335,29.8,3.252,0.5086543940654743,Calibration
1950-04-20,5.1373944462683045,11.096772003939538,3.925,14.0,3.252,1.2404921565572014,Calibration
1950-04-21,1.5908969425599233,3.436337395929434,0.965,0.7,3.252,1.2472870306145223,Calibration
1950-04-22,1.071446335502213,2.31432408468478,0.957,1.3,3.252,0.846893634627369,Calibration
1950-04-23,3.0108135134504197,6.503357189052906,2.399,11.5,3.252,0.7038245510316781,Calibration
1950-04-24,1.8301731197536424,3.9531739386678675,1.009,3.2,3.252,1.0863497824665185,Calibration
1950-04-25,7.751965767038567,16.744246056803302,7.985,25.5,3.252,0.8922614713256596,Calibration
1950-04-26,2.5351480054810107,5.475919691838984,1.069,3.9,3.252,1.3686549705613444,Calibration
1950-04-27,6.154547432198224,13.293822453548163,6.854,20.0,3.252,1.0658054616501955,Calibration
1950-04-28,2.0740480717360654,4.479943834949902,1.109,2.0,3.252,1.4106541381329065,Calibration
1950-04-29,8.101203927144994,17.498600482633186,9.868,26.29,3.252,1.030581826831999,Calibration
1950-04-30,9.670111294070024,20.88744039519125,11.63,27.0,3.252,1.501692985780748,Calibration
1950-05-01,2.7808129011140013,6.006555866406243,1.211,4.0,3.252,1.6019798340948261,Calibration
1950-05-02,1.6565846902403276,3.578222930919108,1.207,2.0,3.252,1.2760149965539027,Calibration
1950-05-03,1.6603272839738088,3.586306933383427,1.217,3.5,3.252,1.0504552636979168,Calibration
1950-05-04,1.2965703717599848,2.8005920030015674,1.202,1.0,3.252,1.0158120072696843,Calibration
1950-05-05,3.2579271418216833,7.0371226263348365,3.026,11.7,3.252,0.8360296619721985,Calibration
1950-05-06,2.248874862587599,4.857569703189213,1.252,4.0,3.252,1.2316398505567108,Calibration
1950-05-07,4.45529996922354,9.623447933522845,4.044,14.2,3.252,1.056160861901885,Calibration
1950-05-08,2.47843782455509,5.353425701038994,1.302,4.1,3.252,1.3341641969005344,Calibration
1950-05-09,6.949644777340486,15.011232719055451,7.446,22.0,3.252,1.0979954379002852,Calibration
1950-05-10,2.3130259113591056,4.996135968535668,1.332,2.0,3.252,1.4796021711716136,Calibration
1950-05-11,3.2949072565219364,7.116999674087383,2.607,10.0,3.252,1.0839905553052964,Calibration
1950-05-12,1.5422327484341178,3.3312227366176943,1.342,0.0,3.252,1.2605038412665426,Calibration
1950-05-13,1.7944851758655336,3.8760879798695527,1.353,4.5,3.252,0.8797971506977214,Calibration
1950-05-14,8.543611144596337,18.454200072328085,9.245,27.5,3.252,0.9478118164958321,Calibration
1950-05-15,8.295774599851711,17.918873135679696,9.103,22.7,3.252,1.4794630000988127,Calibration
1950-05-16,2.2903302443193163,4.947113327729722,1.412,1.3,3.252,1.5667974784969751,Calibration
1950-05-17,1.8620372462110477,4.022000451815863,1.417,3.5,3.252,1.12139298718444,Calibration
1950-05-18,1.9863342787394793,4.290482042077275,1.43,4.5,3.252,1.0435436329738188,Calibration
1950-05-19,5.879588883350818,12.699911988037767,6.662,19.2,3.252,1.0425761382429068,Calibration
1950-05-20,2.243485968689188,4.845929692368647,1.453,1.8,3.252,1.4604997941964735,Calibration
1950-05-21,1.6444884864092455,3.5520951306439708,1.443,2.1,3.252,1.0712946351319639,Calibration
1950-05-22,2.6174913783571894,5.653781377251529,1.626,8.0,3.252,0.9202901781026503,Calibration
1950-05-23,7.268190211193822,15.699290856178651,7.727,22.5,3.252,1.1202678544060114,Calibration
1950-05-24,4.574418080959454,9.88074305487242,3.508,11.0,3.252,1.4773160226607724,Calibration
1950-05-25,5.532156272653758,11.949457548932118,5.649,15.5,3.252,1.3910144584385233,Calibration
1950-05-26,2.8921250370028204,6.246990079926092,1.597,5.0,3.252,1.4877504308765213,Calibration
1950-05-27,6.819982254869218,14.731161670517512,8.14,21.0,3.252,1.2416679602563012,Calibration
1950-05-28,2.403192515095515,5.190895832606312,1.617,2.0,3.252,1.5652667175370154,Calibration
1950-05-29,1.453222014054973,3.1389595503587415,1.587,0.3,3.252,1.1596207629452366,Calibration
1950-05-30,1.3871166164190967,2.9961718914652486,1.571,1.8,3.252,0.8822643816269314,Calibration
1950-05-31,2.593368564044746,5.601676098336651,1.88,8.5,3.252,0.8225773442460378,Calibration
1950-06-01,1.9727750640476902,4.2611941383430105,1.597,3.0,3.252,1.1120718837321688,Calibration
1950-06-02,2.196045860574986,4.743459058841969,1.607,5.3,3.252,0.9571333865042395,Calibration
1950-06-03,4.056577587413708,8.762207588813606,3.29,12.6,3.252,0.9954792852103758,Calibration
1950-06-04,1.822591948661693,3.936798609109257,1.613,0.8,3.252,1.2493568390498775,Calibration
1950-06-05,4.47254373116958,9.660694459326292,4.162,15.0,3.252,0.8862754460329818,Calibration
1950-06-06,16.689818900148097,36.050008824319896,14.502,38.7,3.252,1.2840131348520525,Calibration
1950-06-07,2.0163747507436485,4.355369461606281,1.669,2.5,3.252,0.7916091564152291,Calibration
1950-06-08,7.893326457946374,17.04958514916417,12.018,27.0,3.252,0.8465342971437866,Calibration
1950-06-09,2.214029131526736,4.782302924097751,1.675,0.8,3.252,1.5561427907630223,Calibration
1950-06-10,2.3934204104686505,5.169788086612285,1.703,6.199,3.252,1.0878621333747063,Calibration
1950-06-11,1.7690766651444692,3.8212055967120535,1.691,2.2,3.252,1.1518572738676056,Calibration
1950-06-12,5.221746313595422,11.278972037366112,6.46,17.5,3.252,0.9685088505373959,Calibration
1950-06-13,5.643519462339773,12.190002038653908,5.842,15.3,3.252,1.4168813863456777,Calibration
1950-06-14,4.92105096880972,10.629470092628996,4.755,12.7,3.252,1.4692550915633231,Calibration
1950-06-15,3.1814286902549282,6.871885970950645,1.808,6.5,3.252,1.4553954951081338,Calibration
1950-06-16,1.596432677939548,3.4482945843494233,1.772,0.0,3.252,1.2896982964503272,Calibration
1950-06-17,1.7837460993219085,3.8528915745353225,1.772,4.0,3.252,0.920808900111447,Calibration
1950-06-18,2.1910605051424548,4.7326906911077025,1.783,5.5,3.252,0.9663999858985856,Calibration
1950-06-19,1.683457183834435,3.636267517082379,1.764,2.0,3.252,1.0359505601060153,Calibration
1950-06-20,7.077536400852837,15.287478625842127,7.74,23.5,3.252,0.8743089262673873,Calibration
1950-06-21,3.3527821170459537,7.242009372819259,1.814,6.3,3.252,1.4352855730294438,Calibration
1950-06-22,1.765505136829971,3.8134910955527377,1.789,1.201,3.252,1.2170286766699683,Calibration
1950-06-23,1.4296146019498468,3.087967540211669,1.765,1.5,3.252,0.9221754497071436,Calibration
1950-06-24,16.555587845567075,35.760069746424875,15.105,42.09,3.252,0.7948991529535888,Calibration
1950-06-25,3.110977953042939,6.719712378572749,3.334,8.8,3.252,0.7639825243797994,Calibration
1950-06-26,1.456806112150083,3.1467012022441794,1.786,0.0,3.252,1.1600051068697614,Calibration
1950-06-27,3.9515483113633167,8.535344352544763,5.366,14.0,3.252,0.8442501940404965,Calibration
1950-06-28,4.577686927094853,9.887803762524884,4.729,12.5,3.252,1.3066544911108469,Calibration
1950-06-29,2.4368348144252074,5.263563199158448,1.84,3.5,3.252,1.3686033098056467,Calibration
1950-06-30,10.302268027172211,22.252898938691974,12.894,30.7,3.252,1.1039117278832256,Calibration
1950-07-01,2.99250302549114,6.463806535060863,1.879,4.6,3.252,1.4782318790904199,Calibration
1950-07-02,1.8546818869203885,4.006112875748039,1.863,2.2,3.252,1.2367027580851961,Calibration
1950-07-03,1.6650776769826634,3.596567782282553,1.851,2.6,3.252,1.0266687759642303,Calibration
1950-07-04,1.2577485834575963,2.716736940268408,1.814,0.0,3.252,0.9411324052008685,Calibration
1950-07-05,1.1255532000373023,2.431194912080573,1.777,0.0,3.252,0.718053921837737,Calibration
1950-07-06,1.0840656922333147,2.34158189522396,1.742,0.0,3.252,0.025209579611339183,Calibration
1950-07-07,3.1203780812294672,6.740016655455649,2.94,12.2,3.252,0.5130426808422869,Calibration
1950-07-08,1.513524790413386,3.269213547292914,1.736,0.0,3.252,1.0708665414014984,Calibration
1950-07-09,1.2845022435857423,2.7745248461452032,1.712,1.5,3.252,0.7242948545302663,Calibration
1950-07-10,1.1371459505306272,2.456235253146155,1.684,1.0,3.252,0.646152976962953,Calibration
1950-07-11,1.1308559554374928,2.4426488637449846,1.661,1.6,3.252,0.5642188986736534,Calibration
1950-07-12,1.1435951630180614,2.4701655521190125,1.639,1.8,3.252,0.5516399535078118,Calibration
1950-07-13,1.284732127227058,2.7750213948104454,1.622,2.8,3.252,0.5479231484986825,Calibration
1950-07-14,0.9513629815436799,2.054944040134349,1.589,0.0,3.252,0.5968855901932746,Calibration
1950-07-15,2.0045257687925147,4.329775660591832,1.596,7.5,3.252,0.43672276034909147,Calibration
1950-07-16,1.2602970595441196,2.722241648615298,1.57,1.0,3.252,0.7677290465683955,Calibration
1950-07-17,0.882171890546212,1.905491283579818,1.538,0.0,3.252,0.5755704658770688,Calibration
1950-07-18,0.7471681755226914,1.6138832591290135,1.508,0.0,3.252,0.4174977067651188,Calibration
1950-07-19,0.6871141339725193,1.4841665293806414,1.477,0.0,3.252,0.32244918046230947,Calibration
1950-07-20,0.6539253573776405,1.4124787719357035,1.448,0.0,3.252,0.0056029811774799265,Calibration
1950-07-21,0.621818281116775,1.3431274872122336,1.419,0.0,3.252,0.0,Calibration
1950-07-22,0.5899251580133887,1.2742383413089198,1.39,0.0,3.252,0.0,Calibration
1950-07-23,0.558550376518071,1.2064688132790333,1.363,0.0,3.252,0.0,Calibration
1950-07-24,0.5279636285079367,1.1404014375771432,1.335,0.0,3.252,0.0,Calibration
1950-07-25,0.4983601393311814,1.0764579009553519,1.309,0.0,3.252,0.0,Calibration
1950-07-26,0.46987424735330435,1.0149283742831374,1.283,0.0,3.252,0.0,Calibration
1950-07-27,0.44259253687507133,0.955999879650154,1.257,0.0,3.252,0.0,Calibration
1950-07-28,0.41656447586482287,0.8997792678680174,1.232,0.0,3.252,0.0,Calibration
1950-07-29,0.9752100239785184,2.1064536517935997,1.216,4.8,3.252,0.10187245984648227,Calibration
1950-07-30,6.009851834935921,12.981279963461589,1.235,21.8,3.252,0.4036901190460525,Calibration
1950-07-31,2.849259668660007,6.154400884305614,1.237,6.8,3.252,0.9782086418191608,Calibration
1950-08-01,2.1337224507269323,4.608840493570173,1.238,5.8,3.252,0.839785584260704,Calibration
1950-08-02,0.8845494163268928,1.9106267392660883,1.213,0.0,3.252,0.7955157824094694,Calibration
1950-08-03,7.01374631035758,15.149692030372373,3.308,25.3,3.252,0.5168044937241888,Calibration
1950-08-04,8.259097946273515,17.83965156395079,5.927,24.0,3.252,1.17254109742585,Calibration
1950-08-05,1.5993062206420745,3.454501436586881,1.267,0.0,3.252,1.2990107427320075,Calibration
1950-08-06,0.8045906869796744,1.7379158838760964,1.241,0.0,3.252,0.8281210512712509,Calibration
1950-08-07,1.6992340429918218,3.670345532862335,1.265,6.8,3.252,0.6091026332829316,Calibration
1950-08-08,2.3579992777404577,5.093278439919389,1.294,7.5,3.252,0.8744131667965536,Calibration
1950-08-09,1.5978252130191277,3.4513024601213163,1.29,3.0,3.252,0.980863516930204,Calibration
1950-08-10,1.0499707047025904,2.267936722157595,1.271,1.0,3.252,0.8294866550180482,Calibration
1950-08-11,2.4997349736001033,5.399427542976223,1.308,9.5,3.252,0.6559754501379105,Calibration
1950-08-12,1.1330885822772423,2.4474713377188433,1.282,0.0,3.252,0.9761678558246253,Calibration
1950-08-13,2.297257473563799,4.962076142897805,1.311,8.5,3.252,0.657149032616164,Calibration
1950-08-14,1.389266758481488,3.0008161983200137,1.297,1.8,3.252,0.9341106179539922,Calibration
1950-08-15,3.120608735285624,6.740514868216948,1.69,11.2,3.252,0.7338430341541955,Calibration
1950-08-16,2.2846447921566284,4.934832751058317,1.345,5.3,3.252,1.043840030313153,Calibration
1950-08-17,6.671714984134699,14.410904365730952,5.607,21.7,3.252,0.9386901427290382,Calibration
1950-08-18,1.6614352748459247,3.588700193667197,1.355,0.0,3.252,1.3103117448138215,Calibration
1950-08-19,1.7089943734471607,3.691427846645867,1.365,4.8,3.252,0.8410557375131085,Calibration
1950-08-20,1.073695050878298,2.319181309897124,1.342,0.5,3.252,0.8919644493614629,Calibration
1950-08-21,1.0615515946289806,2.292951444398598,1.329,2.0,3.252,0.6730866978659694,Calibration
1950-08-22,0.8237347028946279,1.779266958252396,1.302,0.0,3.252,0.6510269765080695,Calibration
1950-08-23,2.619956173991156,5.659105335820897,1.468,10.79,3.252,0.4945984132367986,Calibration
1950-08-24,5.10198331517013,11.02028396076748,3.605,16.2,3.252,0.9619362663540489,Calibration
1950-08-25,2.991254119227312,6.461108897530995,1.403,6.8,3.252,1.2088874624083217,Calibration
1950-08-26,1.3333178580880427,2.879966573470172,1.378,0.5,3.252,1.0640778025069686,Calibration
1950-08-27,3.6932340207286223,7.977385484773824,3.018,13.5,3.252,0.7494152169483603,Calibration
1950-08-28,1.3992120626885958,3.0222980554073664,1.387,0.0,3.252,1.1540257776666798,Calibration
1950-08-29,0.995238327360935,2.1497147870996196,1.364,0.7,3.252,0.7624918721458447,Calibration
1950-08-30,2.405660855288327,5.196227447422787,1.399,9.2,3.252,0.6164600052666501,Calibration
1950-08-31,4.333546125410276,9.360459630886195,3.084,13.8,3.252,0.9663865747386953,Calibration
1950-09-01,6.257308442792773,13.515786236432387,5.388,18.5,3.252,1.188224765144356,Calibration
1950-09-02,1.6924093951258925,3.655604293471928,1.442,0.0,3.252,1.3390836564427453,Calibration
1950-09-03,0.9979369056998514,2.1555437163116786,1.413,0.0,3.252,0.8704657220591929,Calibration
1950-09-04,0.8419315833101945,1.8185722199500198,1.385,0.0,3.252,0.6472819293583388,Calibration
1950-09-05,0.8043244230942894,1.7373407538836654,1.357,0.0,3.252,0.2293428112518925,Calibration
1950-09-06,2.5144502987694324,5.431212645341974,1.619,10.7,3.252,0.4352519945642104,Calibration
1950-09-07,1.4925097923960138,3.2238211515753896,1.378,1.7,3.252,0.9510466251631535,Calibration
1950-09-08,8.2786818219825,17.8819527354822,7.213,27.5,3.252,0.7345116771201736,Calibration
1950-09-09,1.8046498145738061,3.898043599479421,1.387,0.0,3.252,1.3078975363673289,Calibration
1950-09-10,0.9931173154699794,2.1451334014151557,1.359,0.0,3.252,0.8357789352934943,Calibration
1950-09-11,0.8223759820486883,1.7763321212251668,1.332,0.0,3.252,0.6156504751595486,Calibration
1950-09-12,0.7769261605661589,1.6781605068229035,1.305,0.0,3.252,0.2871291144002166,Calibration
1950-09-13,0.7522972770561315,1.6249621184412442,1.279,0.0,3.252,0.0,Calibration
1950-09-14,0.7251804340532179,1.5663897375549507,1.253,0.0,3.252,0.0,Calibration
1950-09-15,0.695633562311509,1.5025684945928592,1.228,0.0,3.252,0.0,Calibration
1950-09-16,0.6645934740739632,1.4355219039997604,1.204,0.0,3.252,0.0,Calibration
1950-09-17,0.6328278443647657,1.3669081438278938,1.18,0.0,3.252,0.0,Calibration
1950-09-18,0.60092655152254,1.2980013512886863,1.156,0.0,3.252,0.0,Calibration
1950-09-19,1.4051051749228183,3.0350271778332876,1.158,6.3,3.252,0.21880475477947647,Calibration
1950-09-20,0.8841154894131132,1.9096894571323249,1.137,0.5,3.252,0.5794144879870524,Calibration
1950-09-21,0.6339114501183062,1.3692487322555413,1.114,0.0,3.252,0.41655913491275576,Calibration
1950-09-22,0.5365906966178546,1.1590359046945662,1.092,0.0,3.252,0.3001523036053546,Calibration
1950-09-23,0.7825634406609502,1.6903370318276525,1.08,2.8,3.252,0.22978166290346058,Calibration
1950-09-24,0.5739251265325122,1.2396782733102263,1.058,0.0,3.252,0.3822348846027137,Calibration
1950-09-25,0.48055056542240077,1.0379892213123856,1.037,0.0,3.252,0.2713579845924359,Calibration
1950-09-26,0.4347980777302244,0.9391638478972846,1.016,0.0,3.252,0.20548611689989754,Calibration
1950-09-27,2.5485847156512014,5.504942985806595,1.027,12.0,3.252,0.16148243553242617,Calibration
1950-09-28,2.3033092515178057,4.975147983278461,1.029,6.6,3.252,0.7511187849876648,Calibration
1950-09-29,2.0787746592834115,4.490153264052169,1.032,6.0,3.252,0.7501159268391262,Calibration
1950-09-30,0.8686025949805162,1.8761816051579145,1.011,0.0,3.252,0.7512644794033577,Calibration
1950-10-01,0.7446184472015147,1.608375845955272,0.996,1.5,3.252,0.48060062250333035,Calibration
1950-10-02,0.5322352442561593,1.149628127593304,0.976,0.0,3.252,0.445816612487995,Calibration
1950-10-03,1.4309738413607833,3.090903497339292,0.978,6.5,3.252,0.32495513065082515,Calibration
1950-10-04,5.338647964141721,11.531479602546117,1.247,18.9,3.252,0.6362248213461319,Calibration
1950-10-05,8.731351531966999,18.859719309048717,4.692,25.8,3.252,1.0701742375912127,Calibration
1950-10-06,1.9228631548115886,4.153384414393032,1.059,1.8,3.252,1.2381248578957198,Calibration
